Figure 2.86 - ,"A scatterplot showing which proportion of articles each year are in the topic Crime and Punishment. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1974 when 2.7% of articles were in this topic. The lowest value is in 1881 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.36 in Appendix A."
Figure 2.87 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Crime and Punishment. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.4%. Proceedings of the Aristotelian Society - 0.6%. Ethics - 3.3%. Philosophical Review - 0.4%. Analysis - 0.6%. Philosophy and Public Affairs - 5.5%. Journal of Philosophy - 0.5%. Philosophy and Phenomenological Research - 0.4%. Philosophy of Science - 0.1%. Nožs - 0.4%. The Philosophical Quarterly - 1.2%. British Journal for the Philosophy of Science - 0.1%. The topic reaches its zenith in year 1974 when it makes up, on average across the journals, 3.1% of the articles. And it hits a minimum in year 1881 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.88 - ,"A scatterplot showing which proportion of articles each year are in the topic Sets and Grue. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1968 when 3.5% of articles were in this topic. The lowest value is in 1886 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.37 in Appendix A."
Figure 2.89 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Sets and Grue. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.5%. Proceedings of the Aristotelian Society - 0.7%. Ethics - 0.3%. Philosophical Review - 1.0%. Analysis - 1.9%. Philosophy and Public Affairs - 0.2%. Journal of Philosophy - 1.8%. Philosophy and Phenomenological Research - 0.7%. Philosophy of Science - 3.5%. Nožs - 4.2%. The Philosophical Quarterly - 0.8%. British Journal for the Philosophy of Science - 3.2%. The topic reaches its zenith in year 1974 when it makes up, on average across the journals, 3.8% of the articles. And it hits a minimum in year 1886 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.90 - ,A scatterplot showing how the model divides up articles into sets and grue. It is described briefly in the text below.
Figure 2.91 - ,"A scatterplot showing which proportion of articles each year are in the topic Origins and Purposes. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1879 when 4.5% of articles were in this topic. The lowest value is in 1899 when 0.1% of articles were in this topic. The full table that provides the data for this graph is available in Table A.38 in Appendix A."
Figure 2.92 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Origins and Purposes. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.7%. Proceedings of the Aristotelian Society - 0.4%. Ethics - 0.2%. Philosophical Review - 0.5%. Analysis - 1.0%. Philosophy and Public Affairs - 0.2%. Journal of Philosophy - 0.6%. Philosophy and Phenomenological Research - 0.4%. Philosophy of Science - 0.3%. Nožs - 0.4%. The Philosophical Quarterly - 0.5%. British Journal for the Philosophy of Science - 0.4%. The topic reaches its zenith in year 1879 when it makes up, on average across the journals, 4.5% of the articles. And it hits a minimum in year 1893 when it makes up, on average across the journals, 0.1% of the articles."
Figure 2.93 - ,"A scatterplot showing which proportion of articles each year are in the topic Time. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1876 when 1.8% of articles were in this topic. The lowest value is in 1903 when 0.2% of articles were in this topic. The full table that provides the data for this graph is available in Table A.39 in Appendix A."
Figure 2.94 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Time. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.9%. Proceedings of the Aristotelian Society - 0.9%. Ethics - 0.3%. Philosophical Review - 1.0%. Analysis - 1.4%. Philosophy and Public Affairs - 0.4%. Journal of Philosophy - 0.9%. Philosophy and Phenomenological Research - 0.8%. Philosophy of Science - 0.6%. Nožs - 1.0%. The Philosophical Quarterly - 1.3%. British Journal for the Philosophy of Science - 0.6%. The topic reaches its zenith in year 1876 when it makes up, on average across the journals, 1.8% of the articles. And it hits a minimum in year 1903 when it makes up, on average across the journals, 0.1% of the articles."
Figure 2.95 - ,"A scatterplot showing the proportion of articles in the four main topics about time. The two early topics, Temporal Paradoxes and Classical Space and Time, slowly recede over the years. This topic, which I've simply called Time, peaks in the 1980s. And the topic I've called Space and Time, which is largely about relativity, keeps rising through the century."
Figure 2.96 - ,"A scatterplot showing which proportion of articles each year are in the topic Color. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1879 when 4.3% of articles were in this topic. The lowest value is in 1887 when 0.1% of articles were in this topic. The full table that provides the data for this graph is available in Table A.40 in Appendix A."
Figure 2.97 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Color. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.1%. Proceedings of the Aristotelian Society - 0.7%. Ethics - 0.1%. Philosophical Review - 1.1%. Analysis - 1.4%. Philosophy and Public Affairs - 0.1%. Journal of Philosophy - 0.8%. Philosophy and Phenomenological Research - 0.9%. Philosophy of Science - 0.4%. Nožs - 0.8%. The Philosophical Quarterly - 1.0%. British Journal for the Philosophy of Science - 0.5%. The topic reaches its zenith in year 1879 when it makes up, on average across the journals, 4.3% of the articles. And it hits a minimum in year 1891 when it makes up, on average across the journals, 0.1% of the articles."
Figure 2.98 - ,"A scatterplot showing which proportion of articles each year are in the topic War. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1985 when 3.1% of articles were in this topic. The lowest value is in 1904 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.41 in Appendix A."
Figure 2.99 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic War. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.4%. Proceedings of the Aristotelian Society - 0.4%. Ethics - 3.1%. Philosophical Review - 0.3%. Analysis - 0.6%. Philosophy and Public Affairs - 3.3%. Journal of Philosophy - 0.4%. Philosophy and Phenomenological Research - 0.5%. Philosophy of Science - 0.4%. Nožs - 0.4%. The Philosophical Quarterly - 0.7%. British Journal for the Philosophy of Science - 0.3%. The topic reaches its zenith in year 1971 when it makes up, on average across the journals, 2.3% of the articles. And it hits a minimum in year 1904 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.100 - ,"A scatterplot showing which proportion of articles each year are in the topic Depiction. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1878 when 2.8% of articles were in this topic. The lowest value is in 1888 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.42 in Appendix A."
Figure 2.101 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Depiction. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.7%. Proceedings of the Aristotelian Society - 0.9%. Ethics - 0.1%. Philosophical Review - 0.7%. Analysis - 1.0%. Philosophy and Public Affairs - 0.1%. Journal of Philosophy - 0.6%. Philosophy and Phenomenological Research - 0.9%. Philosophy of Science - 0.3%. Nožs - 0.7%. The Philosophical Quarterly - 0.8%. British Journal for the Philosophy of Science - 0.3%. The topic reaches its zenith in year 1878 when it makes up, on average across the journals, 2.8% of the articles. And it hits a minimum in year 1888 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.102 - ,"A scatterplot showing which proportion of articles each year are in the topic Denoting. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1911 when 2.2% of articles were in this topic. The lowest value is in 1889 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.43 in Appendix A."
Figure 2.103 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Denoting. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.3%. Proceedings of the Aristotelian Society - 0.9%. Ethics - 0.1%. Philosophical Review - 1.0%. Analysis - 2.0%. Philosophy and Public Affairs - 0.0%. Journal of Philosophy - 0.8%. Philosophy and Phenomenological Research - 0.9%. Philosophy of Science - 0.4%. Nožs - 1.8%. The Philosophical Quarterly - 1.4%. British Journal for the Philosophy of Science - 0.4%. The topic reaches its zenith in year 1911 when it makes up, on average across the journals, 3.6% of the articles. And it hits a minimum in year 1889 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.104 - ,"A scatterplot showing which proportion of articles each year are in the topic Chance. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1945 when 2.5% of articles were in this topic. The lowest value is in 1901 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.44 in Appendix A."
Figure 2.105 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Chance. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.9%. Proceedings of the Aristotelian Society - 0.4%. Ethics - 0.2%. Philosophical Review - 0.5%. Analysis - 1.2%. Philosophy and Public Affairs - 0.2%. Journal of Philosophy - 1.0%. Philosophy and Phenomenological Research - 0.6%. Philosophy of Science - 3.3%. Nožs - 1.1%. The Philosophical Quarterly - 0.6%. British Journal for the Philosophy of Science - 5.0%. The topic reaches its zenith in year 1947 when it makes up, on average across the journals, 2.3% of the articles. And it hits a minimum in year 1901 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.106 - ,"A scatterplot showing which proportion of articles each year are in the topic Hume. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1905 when 1.5% of articles were in this topic. The lowest value is in 1887 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.45 in Appendix A."
Figure 2.107 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Hume. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.5%. Proceedings of the Aristotelian Society - 0.6%. Ethics - 0.2%. Philosophical Review - 0.6%. Analysis - 0.4%. Philosophy and Public Affairs - 0.1%. Journal of Philosophy - 0.4%. Philosophy and Phenomenological Research - 0.6%. Philosophy of Science - 0.1%. Nožs - 0.6%. The Philosophical Quarterly - 1.6%. British Journal for the Philosophy of Science - 0.4%. The topic reaches its zenith in year 1976 when it makes up, on average across the journals, 1.4% of the articles. And it hits a minimum in year 1887 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.108 - ,"A scatterplot, with trendlines, of the topics Early Modern, Social Contract Theory, Kant, and Hume. In the early years, Hume is the smallest by a long way. But the other three fall a lot, and Hume gently rises, so that in recent years Social Contract is by far the smallest, and the other three are similar in size."
Figure 2.109 - ,"A scatterplot showing which proportion of articles each year are in the topic Laws. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1876 when 2.2% of articles were in this topic. The lowest value is in 1914 when 0.2% of articles were in this topic. The full table that provides the data for this graph is available in Table A.46 in Appendix A."
Figure 2.110 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Laws. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.7%. Proceedings of the Aristotelian Society - 0.7%. Ethics - 0.4%. Philosophical Review - 0.7%. Analysis - 0.9%. Philosophy and Public Affairs - 0.1%. Journal of Philosophy - 0.9%. Philosophy and Phenomenological Research - 0.6%. Philosophy of Science - 1.6%. Nožs - 1.2%. The Philosophical Quarterly - 0.7%. British Journal for the Philosophy of Science - 1.3%. The topic reaches its zenith in year 1876 when it makes up, on average across the journals, 2.2% of the articles. And it hits a minimum in year 1904 when it makes up, on average across the journals, 0.2% of the articles."
Figure 2.111 - ,"A scatterplot showing which proportion of articles each year are in the topic Perception. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1906 when 3.6% of articles were in this topic. The lowest value is in 1876 when 0.1% of articles were in this topic. The full table that provides the data for this graph is available in Table A.47 in Appendix A."
Figure 2.112 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Perception. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.5%. Proceedings of the Aristotelian Society - 2.1%. Ethics - 0.2%. Philosophical Review - 1.5%. Analysis - 1.1%. Philosophy and Public Affairs - 0.1%. Journal of Philosophy - 1.5%. Philosophy and Phenomenological Research - 2.8%. Philosophy of Science - 0.6%. Nožs - 1.5%. The Philosophical Quarterly - 1.8%. British Journal for the Philosophy of Science - 0.5%. The topic reaches its zenith in year 1906 when it makes up, on average across the journals, 3.1% of the articles. And it hits a minimum in year 1876 when it makes up, on average across the journals, 0.1% of the articles."
Figure 2.113 - ,"A scatterplot showing which proportion of articles each year are in the topic Intention. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1981 when 1.9% of articles were in this topic. The lowest value is in 1900 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.48 in Appendix A."
Figure 2.114 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Intention. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.8%. Proceedings of the Aristotelian Society - 0.7%. Ethics - 0.6%. Philosophical Review - 0.6%. Analysis - 1.4%. Philosophy and Public Affairs - 0.2%. Journal of Philosophy - 0.6%. Philosophy and Phenomenological Research - 0.9%. Philosophy of Science - 0.3%. Nožs - 1.0%. The Philosophical Quarterly - 1.0%. British Journal for the Philosophy of Science - 0.3%. The topic reaches its zenith in year 1971 when it makes up, on average across the journals, 1.6% of the articles. And it hits a minimum in year 1900 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.115 - ,"A scatterplot showing which proportion of articles each year are in the topic Virtues. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1974 when 1.3% of articles were in this topic. The lowest value is in 1881 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.49 in Appendix A."
Figure 2.116 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Virtues. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.7%. Proceedings of the Aristotelian Society - 0.6%. Ethics - 1.4%. Philosophical Review - 0.5%. Analysis - 0.7%. Philosophy and Public Affairs - 0.5%. Journal of Philosophy - 0.6%. Philosophy and Phenomenological Research - 0.7%. Philosophy of Science - 0.1%. Nožs - 0.5%. The Philosophical Quarterly - 1.4%. British Journal for the Philosophy of Science - 0.1%. The topic reaches its zenith in year 1974 when it makes up, on average across the journals, 1.3% of the articles. And it hits a minimum in year 1881 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.117 - ,"A scatterplot showing which proportion of articles each year are in the topic Space and Time. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1930 when 3.4% of articles were in this topic. The lowest value is in 1891 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.50 in Appendix A."
Figure 2.118 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Space and Time. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.4%. Proceedings of the Aristotelian Society - 0.3%. Ethics - 0.1%. Philosophical Review - 0.4%. Analysis - 0.3%. Philosophy and Public Affairs - 0.0%. Journal of Philosophy - 0.9%. Philosophy and Phenomenological Research - 0.2%. Philosophy of Science - 3.5%. Nožs - 0.8%. The Philosophical Quarterly - 0.2%. British Journal for the Philosophy of Science - 6.2%. The topic reaches its zenith in year 1977 when it makes up, on average across the journals, 2.9% of the articles. And it hits a minimum in year 1891 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.119 - ,"A scatterplot showing which proportion of articles each year are in the topic Mathematics. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1883 when 2.8% of articles were in this topic. The lowest value is in 1885 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.51 in Appendix A."
Figure 2.120 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Mathematics. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.4%. Proceedings of the Aristotelian Society - 0.9%. Ethics - 0.1%. Philosophical Review - 0.8%. Analysis - 1.1%. Philosophy and Public Affairs - 0.1%. Journal of Philosophy - 1.1%. Philosophy and Phenomenological Research - 0.4%. Philosophy of Science - 1.4%. Nožs - 1.4%. The Philosophical Quarterly - 0.8%. British Journal for the Philosophy of Science - 2.6%. The topic reaches its zenith in year 1883 when it makes up, on average across the journals, 2.8% of the articles. And it hits a minimum in year 1885 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.121 - ,"A scatterplot showing which proportion of articles each year are in the topic Liberal Democracy. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1994 when 3.2% of articles were in this topic. The lowest value is in 1894 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.52 in Appendix A."
Figure 2.122 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Liberal Democracy. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.2%. Proceedings of the Aristotelian Society - 0.8%. Ethics - 7.8%. Philosophical Review - 0.5%. Analysis - 0.2%. Philosophy and Public Affairs - 11.1%. Journal of Philosophy - 0.7%. Philosophy and Phenomenological Research - 0.4%. Philosophy of Science - 0.2%. Nožs - 0.4%. The Philosophical Quarterly - 0.8%. British Journal for the Philosophy of Science - 0.1%. The topic reaches its zenith in year 2000 when it makes up, on average across the journals, 4.5% of the articles. And it hits a minimum in year 1894 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.123 - ,"A scatterplot showing which proportion of articles each year are in the topic Duties. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1981 when 2.9% of articles were in this topic. The lowest value is in 1910 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.53 in Appendix A."
Figure 2.124 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Duties. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.5%. Proceedings of the Aristotelian Society - 0.7%. Ethics - 3.5%. Philosophical Review - 0.4%. Analysis - 0.8%. Philosophy and Public Affairs - 5.6%. Journal of Philosophy - 0.7%. Philosophy and Phenomenological Research - 0.5%. Philosophy of Science - 0.1%. Nožs - 0.8%. The Philosophical Quarterly - 1.5%. British Journal for the Philosophy of Science - 0.1%. The topic reaches its zenith in year 1981 when it makes up, on average across the journals, 2.9% of the articles. And it hits a minimum in year 1899 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.125 - ,"A scatterplot showing which proportion of articles each year are in the topic Causation. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1998 when 2.4% of articles were in this topic. The lowest value is in 1920 when 0.1% of articles were in this topic. The full table that provides the data for this graph is available in Table A.54 in Appendix A."
Figure 2.126 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Causation. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.9%. Proceedings of the Aristotelian Society - 1.0%. Ethics - 0.2%. Philosophical Review - 1.0%. Analysis - 1.5%. Philosophy and Public Affairs - 0.3%. Journal of Philosophy - 1.3%. Philosophy and Phenomenological Research - 1.0%. Philosophy of Science - 1.8%. Nožs - 1.5%. The Philosophical Quarterly - 1.1%. British Journal for the Philosophy of Science - 1.7%. The topic reaches its zenith in year 2006 when it makes up, on average across the journals, 2.0% of the articles. And it hits a minimum in year 1920 when it makes up, on average across the journals, 0.1% of the articles."
Figure 2.127 - ,"A scatterplot showing which proportion of articles each year are in the topic Arguments. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1998 when 3.3% of articles were in this topic. The lowest value is in 1887 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.55 in Appendix A."
Figure 2.128 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Arguments. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 2.0%. Proceedings of the Aristotelian Society - 1.5%. Ethics - 1.6%. Philosophical Review - 2.0%. Analysis - 2.9%. Philosophy and Public Affairs - 2.2%. Journal of Philosophy - 1.7%. Philosophy and Phenomenological Research - 2.0%. Philosophy of Science - 1.4%. Nožs - 2.9%. The Philosophical Quarterly - 3.4%. British Journal for the Philosophy of Science - 2.0%. The topic reaches its zenith in year 1998 when it makes up, on average across the journals, 3.5% of the articles. And it hits a minimum in year 1887 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.129 - ,"A scatterplot showing the frequency of the words argument, arguments, premise, conclusion. The word argument appears, on average across the years, 1566 times per million words, and in the median year, it appears 1268 times per million words. Its most frequent occurrence is in 1998 when it appears 3071 times per million words, and its least frequent occurrence is in 1887 when it appears 205 times per million words. The word arguments appears, on average across the years, 447 times per million words, and in the median year, it appears 398 times per million words. Its most frequent occurrence is in 2009 when it appears 934 times per million words, and its least frequent occurrence is in 1889 when it appears 36 times per million words. The word premise appears, on average across the years, 157 times per million words, and in the median year, it appears 150 times per million words. Its most frequent occurrence is in 1998 when it appears 381 times per million words, and its least frequent occurrence is in 1876 when it appears 0 times per million words. The word conclusion appears, on average across the years, 636 times per million words, and in the median year, it appears 650 times per million words. Its most frequent occurrence is in 1910 when it appears 1138 times per million words, and its least frequent occurrence is in 1887 when it appears 205 times per million words. "
Figure 2.130 - ,"A scatterplot showing which proportion of articles each year are in the topic Theory Testing. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 2002 when 2.5% of articles were in this topic. The lowest value is in 1879 when 0.1% of articles were in this topic. The full table that provides the data for this graph is available in Table A.56 in Appendix A."
Figure 2.131 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Theory Testing. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.7%. Proceedings of the Aristotelian Society - 0.4%. Ethics - 0.3%. Philosophical Review - 0.5%. Analysis - 0.7%. Philosophy and Public Affairs - 0.3%. Journal of Philosophy - 1.0%. Philosophy and Phenomenological Research - 0.5%. Philosophy of Science - 3.9%. Nožs - 0.9%. The Philosophical Quarterly - 0.6%. British Journal for the Philosophy of Science - 5.0%. The topic reaches its zenith in year 1974 when it makes up, on average across the journals, 2.2% of the articles. And it hits a minimum in year 1879 when it makes up, on average across the journals, 0.1% of the articles."
Figure 2.132 - ,"A scatterplot showing which proportion of articles each year are in the topic Decision Theory. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1882 when 2.1% of articles were in this topic. The lowest value is in 1906 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.57 in Appendix A."
Figure 2.133 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Decision Theory. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.7%. Proceedings of the Aristotelian Society - 0.4%. Ethics - 1.6%. Philosophical Review - 0.5%. Analysis - 1.2%. Philosophy and Public Affairs - 1.4%. Journal of Philosophy - 0.9%. Philosophy and Phenomenological Research - 0.4%. Philosophy of Science - 0.9%. Nožs - 1.0%. The Philosophical Quarterly - 0.7%. British Journal for the Philosophy of Science - 0.9%. The topic reaches its zenith in year 1882 when it makes up, on average across the journals, 2.1% of the articles. And it hits a minimum in year 1906 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.134 - ,"A scatterplot showing which proportion of articles each year are in the topic Minds and Machines. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1989 when 1.6% of articles were in this topic. The lowest value is in 1899 when 0.1% of articles were in this topic. The full table that provides the data for this graph is available in Table A.58 in Appendix A."
